"","x"
"15214",""
"15215","efficient"
"15216","amazing!"
"15217","cool!"
"15218","use"
"15219","often"
"15220","every"
"15221","day..."
"15222","1"
"15223","4"
"15224","29-jul-18"
"15225","charcoal"
"15226","fabric"
"15227","""i’m"
"15228","impressed"
"15229","quality"
"15230","sound"
"15231","echo"
"15232",","
"15233","it’s"
"15234","definitely"
"15235","comparable"
"15236","bose"
"15237","mini."
"15238","gave"
"15239","4"
"15240","stars"
"15241","can’t"
"15242","use"
"15243","apple"
"15244","music"
"15245","account."""
"15246","1"
"15247","5"
"15248","29-jul-18"
"15249","charcoal"
"15250","fabric"
"15251","technology"
"15252","small"
"15253","device."
"15254","price"
"15255","good"
"15256","!"
"15257","sound"
"15258","amazing!"
"15259","must"
"15260","feature"
"15261","home!"
"15262","1"
"15263","5"
"15264","29-jul-18"
"15265","charcoal"
"15266","fabric"
"15267","mainly"
"15268","use"
"15269","music"
"15270","i’m"
"15271","learning"
"15272","time."
"15273","really"
"15274","nothing"
"15275","bad"
"15276","say"
"15277","1"
"15278","5"
"15279","29-jul-18"
"15280","charcoal"
"15281","fabric"
"15282",""""
"15283","replaced"
"15284","1st"
"15285","gen,"
"15286","concerned"
"15287","smaller"
"15288","unit"
"15289","sound..."
"15290","wrong."
"15291","anything"
"15292","volume,"
"15293","clear."
"15294","good"
"15295","product."
"15296","1"
"15297","5"
"15298","29-jul-18"
"15299","charcoal"
"15300","fabric"
"15301","great"
"15302","addition"
"15303","echo"
"15304","plus!"
"15305","1"
"15306","5"
"15307","29-jul-18"
"15308","charcoal"
"15309","fabric"
"15310","best"
"15311","1"
"15312","5"
"15313","29-jul-18"
"15314","heather"
"15315","gray"
"15316","fabric"
"15317","love"
"15318","feature"
"15319","play"
"15320","music"
"15321","every"
"15322","room"
"15323","multiple"
"15324","echos."
"15325","1"
"15326","5"
"15327","29-jul-18"
"15328","heather"
"15329","gray"
"15330","fabric"
"15331","love"
"15332","alexa!"
"15333","surprised"
"15334","much"
"15335","use"
"15336","."
"15337","1"
"15338","5"
"15339","29-jul-18"
"15340","charcoal"
"15341","fabric"
"15342","use"
"15343","product"
"15344","enjoyment"
"15345","just"
"15346","love"
"15347","1"
"15348","5"
"15349","29-jul-18"
"15350","sandstone"
"15351","fabric"
"15352","easy"
"15353","use"
"15354","great"
"15355","sound..."
"15356","great"
"15357","purchase"
"15358","great"
"15359","price."
"15360","1"
"15361","5"
"15362","29-jul-18"
"15363","charcoal"
"15364","fabric"
"15365","easy"
"15366","set"
"15367","issues."
"15368","1"
"15369","5"
"15370","29-jul-18"
"15371","charcoal"
"15372","fabric"
"15373","unit"
"15374","add"
"15375","much"
"15376","pleasure"
"15377","echo"
"15378","plus."
"15379","now"
"15380","can"
"15381","music"
"15382","information"
"15383","home."
"15384","("
"15385","just"
"15386","one"
"15387","room)"
"15388","1"
"15389","4"
"15390","29-jul-18"
"15391","heather"
"15392","gray"
"15393","fabric"
"15394","extremely"
"15395","useful"
"15396","simple"
"15397","things"
"15398","like"
"15399","spotify"
"15400","audible"
"15401","things"
"15402","like"
"15403","sometimes"
"15404","answer"
"15405","everything"
"15406","ask"
"15407","still"
"15408","nice"
"15409","use."
"15410","1"
"15411","2"
"15412","29-jul-18"
"15413","charcoal"
"15414","fabric"
"15415","difficult"
"15416","set"
"15417","."
"15418","keeps"
"15419","timing"
"15420","can"
"15421","enter"
"15422","password"
"15423","0"
"15424","5"
"15425","29-jul-18"
"15426","charcoal"
"15427","fabric"
"15428","just"
"15429","getting"
"15430","use"
"15431","using"
"15432","echo."
"15433","used"
"15434","shopping"
"15435","lists,"
"15436","listening"
"15437","music"
"15438","timer."
"15439","working"
"15440","great"
"15441","far."
"15442","1"
"15443","5"
"15444","29-jul-18"
"15445","heather"
"15446","gray"
"15447","fabric"
"15448","cool"
"15449","lots"
"15450","fun!"
"15451","used"
"15452","week"
"15453","still"
"15454","learning"
"15455","capabilities."
"15456","1"
"15457","5"
"15458","29-jul-18"
"15459","heather"
"15460","gray"
"15461","fabric"
"15462","love"
"15463",","
"15464","love"
"15465","!!!!!!!!"
"15466","1"
"15467","5"
"15468","29-jul-18"
"15469","heather"
"15470","gray"
"15471","fabric"
"15472","love"
"15473","hard"
"15474","time"
"15475","setting"
"15476","apps"
"15477","1"
"15478","5"
"15479","29-jul-18"
"15480","charcoal"
"15481","fabric"
"15482","use"
"15483","office"
"15484","another"
"15485","apartment"
"15486","music"
"15487","information"
"15488","1"
"15489","4"
"15490","29-jul-18"
"15491","sandstone"
"15492","fabric"
"15493","great"
"15494","music,"
"15495","little"
"15496","hard"
"15497","figure"
"15498","works."""
"15499","1"
"15500","5"
"15501","29-jul-18"
"15502","charcoal"
"15503","fabric"
"15504",""""
"15505","given"
"15506","7"
"15507","year"
"15508","time"
"15509","birthday"
"15510","gift"
"15511","dad."
"15512","loves"
"15513",","
"15514","ask"
"15515","alexa"
"15516","anything"
"15517","answer,"
"15518","plus"
"15519","it’s"
"15520","good"
"15521","homework."
"15522","purchased"
"15523","one"
"15524","prime"
"15525","day"
"15526","bathroom"
"15527","i’m"
"15528","getting"
"15529","ready"
"15530","work."
"15531","listen"
"15532","music"
"15533","4am"
"15534","base"
"15535","it’s"
"15536","metro"
"15537","booming.."
"15538","replacement"
"15539","clock"
"15540","radio,"
"15541","plus"
"15542","echo"
"15543","dot"
"15544","night"
"15545","stand"
"15546","alarm"
"15547","clock.."""
"15548","1"
"15549","5"
"15550","29-jul-18"
"15551","sandstone"
"15552","fabric"
"15553",""""
"15554","impressed"
"15555","look,"
"15556","clarity"
"15557","sound"
"15558","color."""
"15559","1"
"15560","5"
"15561","29-jul-18"
"15562","charcoal"
"15563","fabric"
"15564","alexa"
"15565","amazing!"
"15566","great"
"15567","speaker."
"15568","1"
"15569","5"
"15570","29-jul-18"
"15571","sandstone"
"15572","fabric"
"15573","""still"
"15574","getting"
"15575","used"
"15576","alexa,"
"15577","dont"
"15578","connected"
"15579","tv"
"15580","yet"
"15581","things"
"15582","right"
"15583","now"
"15584","use"
"15585","music"
"15586","information,"
"15587","great!!"
"15588","1"
"15589","5"
"15590","29-jul-18"
"15591","charcoal"
"15592","fabric"
"15593","works"
"15594","sounds"
"15595","great!"
"15596","house"
"15597","barely"
"15598","1100sf,"
"15599","sitting"
"15600","kitchen"
"15601","counter."
"15602","can"
"15603","hear"
"15604",","
"15605","speak"
"15606","room."
"15607","lots"
"15608","functionality"
"15609","still"
"15610","discover."
"15611","1"
"15612","5"
"15613","29-jul-18"
"15614","charcoal"
"15615","fabric"
"15616","pure"
"15617","fun"
"15618","echo."
"15619","weather,"
"15620","jokes,"
"15621","news"
"15622","briefing,"
"15623","music"
"15624","still"
"15625","much"
"15626","use"
"15627","."
"15628","lot"
"15629","fun"
"15630","money."
"15631","1"
"15632","5"
"15633","29-jul-18"
"15634","charcoal"
"15635","fabric"
"15636","use"
"15637","time"
"15638","especially"
"15639","communicate"
"15640","kids"
"15641","throughout"
"15642","home"
"15643","1"
"15644","5"
"15645","29-jul-18"
"15646","charcoal"
"15647","fabric"
"15648","love"
"15649",","
"15650","still"
"15651","learning,"
"15652","makes"
"15653","lot"
"15654","things"
"15655","easier,"
"15656","like"
"15657","forget"
"15658","turn"
"15659","light"
"15660","another"
"15661","room"
"15662","ask"
"15663","alexa"
"15664","turn"
"15665","light"
"15666","."
"15667","1"
"15668","5"
"15669","29-jul-18"
"15670","heather"
"15671","gray"
"15672","fabric"
"15673","bought"
"15674","daughter"
"15675","turned"
"15676","9."
"15677","loves"
"15678","!!"
"15679","especially"
"15680","like"
"15681","calling"
"15682","feature"
"15683","since"
"15684","doesn’t"
"15685","cell"
"15686","phone."
"15687","loves"
"15688","playing"
"15689","music"
"15690","dancing"
"15691","amazon"
"15692","music"
"15693","can"
"15694","play"
"15695","favorite"
"15696","songs"
"15697","......"
"15698","sometimes"
"15699","lol!"
"15700","1"
"15701","5"
"15702","29-jul-18"
"15703","charcoal"
"15704","fabric"
"15705","got"
"15706","wedding"
"15707","gift"
"15708","haven’t"
"15709","discovered"
"15710","features"
"15711","yet."
"15712","will"
"15713","update."
"15714","playing"
"15715","music"
"15716","great"
"15717","though!"
"15718","1"
"15719","5"
"15720","29-jul-18"
"15721","charcoal"
"15722","fabric"
"15723","impressed"
"15724","sound"
"15725","quality."
"15726","1"
"15727","5"
"15728","29-jul-18"
"15729","charcoal"
"15730","fabric"
"15731","pleased"
"15732","purchase"
"15733","echo"
"15734","smart"
"15735","speaker"
"15736","-"
"15737","love"
"15738","fact"
"15739","can"
"15740","play"
"15741","music"
"15742","different"
"15743","genres"
"15744","whenever"
"15745","want."
"15746","trouble"
"15747","first"
"15748","wi"
"15749","fi,"
"15750","now"
"15751","working."""
"15752","1"
"15753","5"
"15754","29-jul-18"
"15755","charcoal"
"15756","fabric"
"15757",""""
"15758","wife"
"15759","&"
"15760","enjoy"
"15761","ease"
"15762","playing"
"15763","music."
"15764","games"
"15765","fun"
"15766","&"
"15767","entertaining,"
"15768","look"
"15769","forward"
"15770","adding"
"15771","smart"
"15772","products"
"15773","home."""
"15774","1"
"15775","5"
"15776","29-jul-18"
"15777","sandstone"
"15778","fabric"
"15779",""""
"15780","second"
"15781","echo"
"15782","love"
"15783","helps"
"15784","kitchen."
"15785","can"
"15786","set"
"15787","timers,"
"15788","listen"
"15789","news,"
"15790","prepare"
"15791","grocery"
"15792","lists,"
"15793","get"
"15794","great"
"15795","music."""
"15796","1"
"15797","4"
"15798","29-jul-18"
"15799","sandstone"
"15800","fabric"
"15801","sound"
"15802","quality"
"15803","good"
"15804","just"
"15805","wish"
"15806","alexa"
"15807","answer"
"15808","questions"
"15809","1"
"15810","5"
"15811","29-jul-18"
"15812","heather"
"15813","gray"
"15814","fabric"
"15815",""""
"15816","second"
"15817","echo,"
"15818","dot"
"15819","speaker"
"15820","weak"
"15821","purchased"
"15822","listening"
"15823","music"
"15824","speaker"
"15825","great."""
"15826","1"
"15827","5"
"15828","29-jul-18"
"15829","charcoal"
"15830","fabric"
"15831","great"
"15832","sound"
"15833","1"
"15834","5"
"15835","29-jul-18"
"15836","heather"
"15837","gray"
"15838","fabric"
"15839","great"
"15840","1"
"15841","4"
"15842","29-jul-18"
"15843","charcoal"
"15844","fabric"
"15845","really"
"15846","use"
"15847","speaker"
"15848","stream"
"15849","music."
"15850","we’ve"
"15851","7"
"15852","months"
"15853","it’s"
"15854","just"
"15855","kinda"
"15856","useless."
"15857","1"
"15858","5"
"15859","29-jul-18"
"15860","heather"
"15861","gray"
"15862","fabric"
"15863",""""
"15864","set"
"15865","user"
"15866","friendly."
"15867","set-"
"15868","wasnt"
"15869","user"
"15870","friendly"
"15871","id"
"15872","hoped.."
"15873","alexa"
"15874","app"
"15875","able"
"15876","download"
"15877","pc"
"15878","without"
"15879","installing"
"15880","[invasive"
"15881","]"
"15882","drivers."
"15883","wife"
"15884","retired"
"15885","wouldnt"
"15886","able"
"15887","install"
"15888","alexa,"
"15889","son"
"15890","wasnt"
"15891","supplying"
"15892","smart"
"15893","phone"
"15894","wouldnt"
"15895","using"
"15896","alexa"
"15897","yet."
"15898","1"
"15899","5"
"15900","29-jul-18"
"15901","charcoal"
"15902","fabric"
"15903","easy"
"15904","set"
"15905","."
"15906","really"
"15907","enjoying"
"15908","1"
"15909","3"
"15910","29-jul-18"
"15911","heather"
"15912","gray"
"15913","fabric"
"15914","echo"
"15915","doesn’t"
"15916","come"
"15917","built"
"15918","battery"
"15919","plugged"
"15920","times"
"15921","use"
"15922",","
"15923","makes"
"15924","quite"
"15925","inconvenient."
"15926","1"
"15927","5"
"15928","29-jul-18"
"15929","charcoal"
"15930","fabric"
"15931","compact"
"15932","bit"
"15933","better"
"15934","original"
"15935","1"
"15936","5"
"15937","29-jul-18"
"15938","charcoal"
"15939","fabric"
"15940","love"
"15941","pretty"
"15942","cool."
"15943","1"
"15944","5"
"15945","29-jul-18"
"15946","charcoal"
"15947","fabric"
"15948","living"
"15949","room."
"15950","music"
"15951","sounds"
"15952","really"
"15953","good"
"15954","living"
"15955","room"
"15956","."
"15957","can"
"15958","hear"
"15959","upstairs."
"15960","1"
"15961","5"
"15962","29-jul-18"
"15963","heather"
"15964","gray"
"15965","fabric"
"15966","great"
"15967","product!"
"15968","set"
"15969","easy."
"15970","sound"
"15971","wonderful."
"15972","1"
"15973","4"
"15974","28-jul-18"
"15975","charcoal"
"15976","fabric"
"15977","far"
"15978","like"
"15979","."
"15980","bought"
"15981","just"
"15982","music"
"15983","though,"
"15984","sounds"
"15985","pretty"
"15986","good."
"15987","1"
"15988","5"
"15989","28-jul-18"
"15990","charcoal"
"15991","fabric"
"15992","love"
"15993","1"
"15994","5"
"15995","28-jul-18"
"15996","charcoal"
"15997","fabric"
"15998","love"
"15999","."
"16000","1"
"16001","5"
"16002","28-jul-18"
"16003","charcoal"
"16004","fabric"
"16005","glad"
"16006","bought"
"16007","."
"16008","1"
"16009","5"
"16010","28-jul-18"
"16011","heather"
"16012","gray"
"16013","fabric"
"16014","like,"
"16015","types"
"16016","fun,music,"
"16017","1"
"16018","5"
"16019","28-jul-18"
"16020","heather"
"16021","gray"
"16022","fabric"
"16023","like"
"16024","volume"
"16025","top"
"16026","can"
"16027","turn"
"16028","quickly."
"16029","1"
"16030","3"
"16031","28-jul-18"
"16032","charcoal"
"16033","fabric"
"16034","beyond"
"16035","capabilities"
"16036","program."
"16037","grandkids"
"16038","lve"
"16039","1"
"16040","5"
"16041","28-jul-18"
"16042","heather"
"16043","gray"
"16044","fabric"
"16045","love"
"16046","new"
"16047","echo."
"16048","gives"
"16049","hours"
"16050","music"
"16051","help"
"16052","things."
"16053","difficult"
"16054","set"
"16055",","
"16056","help"
"16057","tekkie"
"16058","1"
"16059","5"
"16060","28-jul-18"
"16061","charcoal"
"16062","fabric"
"16063","almost"
"16064","good"
"16065","bose."
"16066","love"
"16067","whole"
"16068","house"
"16069","music."
"16070","1"
"16071","1"
"16072","28-jul-18"
"16073","charcoal"
